RF,Cat,LGBM,y
205.9568305167062,217.05183226731342,218.04172825978253,205.0
215.6056335301733,227.92434930361028,228.24322858491405,227.0
273.7310636591866,273.61145604435603,271.5011632327328,282.0
204.6877434096931,204.62530997313195,204.71869248528955,203.0
180.2311241488401,180.06012946777338,177.221195161142,173.0
193.04810788669394,170.52680936459257,176.38935865839733,174.0
310.72548435832954,310.2899706549687,310.77966703114794,321.0
238.4737279653623,240.07521499913696,239.7510966279331,223.0
202.697147783375,201.14743931415444,199.94879322543449,203.0
253.27231126121436,253.8061072265211,256.73722167428815,250.0
231.49191607970693,231.154479535599,231.65018331908232,231.0
250.47246139621512,239.63891298563794,245.6877309206364,242.0
313.0606768134652,311.4532929937258,310.6403516339995,296.0
182.70184188608027,183.04907832600188,183.2761102999209,158.0
179.0514497613129,186.74589760070245,189.6859562045502,200.0
169.3187750896814,165.10550137901058,167.8794968812882,171.0
343.8381001461627,350.89904354399107,353.02202643517865,446.0
175.28752030976594,166.56421137740784,167.36331673044222,166.0
273.273604511679,273.7350152616403,274.0013668014583,274.0
207.22139317826776,204.04920275188198,204.16704247546141,192.0
237.3199994494043,237.4935163590514,238.20306157977282,240.0
299.8971981176269,300.4753387770408,300.32941549916126,302.0
231.47298809284842,231.62457120709314,231.19093788110095,224.0
203.83392985924243,206.6025415312097,206.46844508744564,182.0
211.92690068157737,212.29369234063435,214.4718573880221,179.0
324.59818449003785,325.747039176378,326.38426473808994,310.0
219.8250604863469,219.93355375911344,219.81733434549173,225.0
230.8058372828114,231.0835903392843,230.1303393454945,233.0
387.1366304785269,386.85877944063776,386.9677614265704,350.0
378.165040743746,380.0867391610575,381.42031519174265,413.0
220.58130548176382,223.72086447875574,225.03690467741959,203.0
318.1252331666255,325.91995205249896,335.2618680510077,309.0
297.0443695620115,295.65851937598177,295.65216362961655,297.0
285.694139142665,287.4063766172939,288.31878958778617,288.0
277.31156894964334,280.5021439028564,280.2776175779364,241.0
213.57583238040476,213.57140188321137,215.1693220193319,238.0
234.71810799395422,235.85185615411854,238.69380573109783,233.0
376.6561888870997,384.8530921749537,386.13537139258233,361.0
183.64221720347476,181.5806175667974,179.58079557156287,180.0
309.2646771438892,309.30632298008436,309.6961274437728,299.0
301.32919318196656,305.19113100176145,306.5936596577812,303.0
313.80835345825164,313.12997596775915,311.12147985586495,329.0
251.4942366873514,251.5403635369321,252.45346584896538,265.0
306.3459712697669,306.45394823186666,306.56047353865745,288.0
284.38392840777175,285.00378012312615,283.5925256614499,277.0
198.3314434808355,198.83811798284944,194.24157828191395,193.0
195.88055090959134,195.28784888737636,197.32916449373727,479.0050932320548
232.33129246463398,235.88827473775714,235.66213780805407,237.0
378.165040743746,380.0867391610575,381.42031519174265,418.0
239.02259004441095,247.32654857820253,245.48399862370835,274.0
290.7973386169843,289.2559653487097,287.6465096196732,301.0
234.1506858659676,237.12004974431133,235.8441744117185,219.0
231.49191607970693,231.154479535599,231.65018331908232,224.0
326.9948414243388,326.92083631259123,326.64731596561813,276.0
205.6275040698652,200.47791577763527,202.08818583974747,215.0
340.40051900239723,340.32702792556694,340.1454362651678,397.0
160.85369341501013,159.9270629294555,158.78003278853407,96.0
218.96251723057662,205.03616405388232,201.18515937828369,186.0
161.45483340001374,161.09770049775705,161.18869777521118,173.0
252.11651492033718,252.1965691832537,251.92410886621107,224.0
250.58107453144393,255.1708308629527,254.21537139557722,268.0
161.2110363867298,161.26378389587887,160.7336034030017,177.0
372.0183718839804,375.4672156000856,376.95156676965564,375.0
222.6942518321944,218.854380551298,219.6776942763087,206.0
262.83805688979714,257.1295934685363,270.193706091219,280.0
216.64195699572136,216.4701683802033,216.44147165514457,243.0
208.95831433799165,210.7362634435582,212.1411419145427,319.0
245.86372235548495,245.40071113513937,240.42330004207741,236.0
270.9791908339875,271.6370589044189,271.10406577083336,306.0
264.4785434601782,265.3189130573049,267.3216604856069,221.0
324.59818449003785,325.747039176378,326.38426473808994,330.0
206.36591625265856,208.4529001316335,214.16248618051947,193.0
234.06665063060763,234.74989842163134,235.97955235524867,220.0
213.0848635388597,212.04803098895383,212.73063616999943,204.0
207.3791860895134,199.09540554601045,200.05221391595083,199.0
207.23197035744667,211.90790221312534,209.3259730251352,205.0
257.9268989239197,247.12680192650697,248.78113640555645,259.0
204.6877434096931,204.62530997313195,204.71869248528955,205.0
171.36141737620173,167.46092585732583,162.49030145153534,131.0
178.6735836361576,179.58911057455094,179.01781923784,181.0
271.1588314505471,271.7235917449349,272.3510131244372,305.0
210.44450793716683,202.82085424137566,200.82678150767342,210.0
189.40895797873668,191.1362753932405,190.13641414953707,194.0
234.5488343078596,234.47498378658048,234.30972163909294,239.0
225.02128604698424,225.7406404402499,225.0609568049205,225.0
233.67908465618726,233.2637018243232,234.43842407218966,229.0
229.5837077350889,229.09177540173218,228.69748319526047,225.0
268.98806803024223,268.81415059791624,269.1521389529256,246.0
155.4988911809714,161.49084070109842,162.77093628613133,136.0
279.51680638865577,280.2596237744277,279.6864615297318,281.0
216.62380370932314,200.93087969448544,204.95579137786694,207.0
198.0295385904977,195.75592304090537,195.4847038064086,194.0
237.91034158331507,237.43633445592124,237.7898011977819,235.0
303.6052409652215,301.37931609331287,318.47567822913356,313.0
227.21079534611832,227.93536755114528,225.57168971670433,214.0
316.1012504707996,313.9157380672925,321.4521506275944,302.0
230.57913042087816,235.52273545855505,239.08152109285513,243.0
228.8358918945397,226.29127918465502,226.07242034935825,222.0
216.73021447489847,215.48810369709693,214.14315071012547,222.0
221.9009685603381,222.81845490465568,222.7002532993494,215.0
249.12945506566032,243.50065664325763,245.12350436887112,207.0
207.3791860895134,199.09540554601045,200.05221391595083,182.0
201.85834303198033,209.4623886651928,206.93109006641905,192.0
230.04092082375422,234.82089216768526,236.1797045149406,239.0
251.19641996163986,250.96217683693968,252.0658960643952,251.0
231.49191607970693,231.154479535599,231.65018331908232,229.0
207.71487686798133,207.6094648103964,208.06842957772326,357.07442730876966
310.62252057525063,311.19254440238933,311.86702532421657,278.0
167.66886593547062,167.15916766878505,166.9372318797094,179.0
208.55427315160736,208.52028346878578,208.56286759252546,196.0
381.52937900304397,379.83371174508324,381.58811232581485,351.0
250.19517538528652,260.20649782190134,256.6757865299222,250.0
187.89252876643062,187.79185147661556,190.35513902418973,192.0
249.57464133521736,248.6456555023111,248.31998610854706,263.0
206.21559973914782,208.34725754135633,205.51702110273726,209.0
288.6110144877781,285.8803272754335,285.19734266355374,218.0
231.25711536792053,232.6661083909726,233.62857662752683,237.0
379.3689536316214,385.67755220080437,389.65474243086766,381.0
169.90002285305772,168.79220326035386,167.8341731839996,164.0
206.94019490206117,208.22158849092844,208.35297020294988,199.0
233.920270313068,235.4861980092693,237.37853699193434,231.0
266.52926395532495,266.1718490071111,269.11939591351876,265.0
265.63751526139873,269.32101161682596,266.20550986729575,282.0
191.21212107128096,191.97484771061107,193.80943781575692,201.0
369.09844387692596,371.9162980374582,371.87059143194494,315.0
389.3649539631427,382.84301872810045,388.0828022083855,373.0
232.540544489806,232.46244814389468,233.5116718305283,218.0
229.6816277273887,228.91112027046972,227.8045962148535,216.0
237.91034158331507,237.43633445592124,237.7898011977819,222.0
275.92015807390686,277.9165873887101,279.8747882687568,286.0
340.9523047722763,318.16824529505584,315.6445076448009,313.0
182.70184188608027,183.04907832600188,183.2761102999209,96.0
307.5075943988842,305.4442347671202,311.1715157155729,309.0
341.62987895598775,332.3273112469832,342.322213789435,313.0
226.81016021518872,218.5321805770149,215.02051104734184,234.0
277.654109325103,277.87788346022865,276.44505736296605,284.0
341.5347376036014,341.6705510686888,343.80333392364867,392.0
187.09972383913532,190.98158053473253,188.81312655953394,186.0
218.86590001425694,220.04672583211735,221.12194784291083,217.0
193.2976129289202,193.06719268559627,192.84654545121285,191.0
313.38663408580373,309.71348962298237,311.0994851207356,285.0
216.09456039036604,216.2468760117838,216.37065165505587,222.0
245.7005737738081,245.15698092075962,244.64061140841088,204.0
265.3974254934898,265.7580061821567,267.0161012012094,249.0
258.2951105469768,260.71750210760547,260.2598115341752,279.0
313.80835345825164,313.12997596775915,311.12147985586495,323.0
181.57147480364165,180.98272742934455,180.28044722107592,172.0
243.88636893028144,235.15900591481173,237.07577542558593,234.0
221.4140904313352,220.03303638908073,218.30589033639774,221.0
195.2357354994042,200.4304086214895,192.3439670946406,188.0
191.90805495334166,191.7377859239631,196.69873744121696,191.0
178.3193625750024,181.3081513987625,179.84811278007103,158.0
172.9785498147474,172.8394495226706,173.2561419220331,164.0
216.64195699572136,216.4701683802033,216.44147165514457,227.0
227.3746481512925,222.2301439209549,218.5521862766446,135.0
181.6426510904787,183.1185748619099,184.125702585789,201.0
248.89773814794478,255.04814799195032,263.5503980046377,236.0
162.5397891691718,166.70697391996669,168.80817289959026,96.0
336.2759997356106,337.0896836265415,334.4717617666808,332.0
238.58400194271795,238.2267321640778,236.2021360860896,236.0
299.20276019940303,299.4333681644724,299.1591010636443,305.0
265.29233817157666,265.08849779772635,264.80712121018456,246.0
233.67908465618726,233.2637018243232,234.43842407218966,228.0
255.4590568345216,255.49874505512497,256.7342753601978,249.0
155.51736145632134,161.59072073311813,164.0388536921914,148.0
267.5939747695635,269.49491541468933,272.03027728015286,255.0
177.52424950394436,179.47241114479405,179.13815171278446,200.0
157.06979147095873,158.01624286720318,157.5076578088413,165.0
295.4743550382797,295.86445951854114,295.00325035762313,287.0
257.3441290233052,258.09705264561404,258.2646415041805,257.0
260.0334259984903,265.71164502416184,263.60500369126,244.0
325.5347221608855,311.74618677739016,317.71144951526867,307.0
340.40051900239723,340.32702792556694,340.1454362651678,337.0
207.81137478661563,203.55843554536207,203.14728736348258,206.0
326.1952559813337,327.22279093602776,327.5765276582394,287.0
157.35137434403836,157.0372138208624,157.04150340480015,178.0
237.91034158331507,237.43633445592124,237.7898011977819,264.0
190.03815883360764,181.12506306032202,186.2432249162433,189.0
338.32502773911153,338.8614402036809,344.1553884510157,307.0
197.27396459936483,198.0493563032219,196.27697197137877,194.0
313.0606768134652,311.4532929937258,310.6403516339995,389.84421920106274
230.18699949739826,231.47503163922033,230.91312539520183,237.0
233.67908465618726,233.2637018243232,234.43842407218966,228.0
297.08599325817903,298.87364506313946,294.19979830420664,250.0
233.403600569152,233.96506300702052,233.0901676769641,211.0
286.6617595930625,288.0409895336949,286.090676370945,269.0
222.61767501761727,220.31644867056863,216.94451367956165,228.0
279.0231137906725,279.70102856767255,281.0948477697635,284.0
342.28985220894003,343.3479484536197,343.37937640449564,339.0
247.10780035016828,241.96748973871982,243.6655423005733,260.0
324.70302968591,324.8088694237706,324.75036182489987,311.0
318.9021759673497,287.95771896769804,277.97871879785845,271.0
243.83180390496184,243.2883807182604,244.1257740064752,231.0
208.95831433799165,210.7362634435582,212.1411419145427,213.0
213.69811561086163,212.85015154848364,211.86647315334258,198.0
193.39311998951987,198.22625865160282,205.0487087876707,140.0
210.6945331785099,208.09022888319925,207.5123355858927,208.0
226.2386354413516,226.551415388795,226.14154431660816,221.0
317.49067263965594,316.7042332984718,316.54444565677545,308.0
313.8081902828751,294.3790692707582,278.5090080133019,319.0
270.8357678847462,267.2601727119301,265.2252729032107,276.0
327.94358347438794,323.30749450496216,323.96895263613146,322.0
220.90284444170732,217.73775381294615,215.56033205348643,206.0
193.46330410952024,193.87969493961327,194.81168516050118,196.0
234.5488343078596,234.47498378658048,234.30972163909294,228.0
294.5167804357232,296.3182390624225,298.5555141845181,300.0
226.93448268257495,228.3833521070232,231.34620560951694,211.0
162.22896397794295,157.3314653413066,155.98080943318138,181.0
316.1012504707996,313.9157380672925,321.4521506275944,310.0
271.5419780981887,253.5901710105792,258.684021629025,255.0
331.49205664636645,342.83938533749046,346.2629118727919,317.0
337.2775398851412,325.80160951973636,323.3556385363335,440.0
295.4743550382797,295.86445951854114,295.00325035762313,296.0
294.44016977939015,290.9694284915587,287.58635164595125,297.0
272.0237392228633,274.4672563138547,273.82486043850673,279.0
270.398467537356,274.3932806543824,272.943188141164,292.0
270.8044863596408,270.81778834050374,271.4601889438084,282.0
250.18025087710078,248.80034124455545,247.56076935817728,403.1419161579457
161.15076993883585,160.80618225321905,162.60735170956227,151.0
207.33331948843096,211.58290579759253,222.4563617179961,209.0
273.273604511679,273.7350152616403,274.0013668014583,275.0
237.34573033674462,234.66072229009652,233.31299985372692,227.0
295.4563630145371,291.1818717605738,295.2669760085624,299.0
291.6509698468192,290.2586971421787,289.8006786059386,325.0
385.31558678056746,383.9708434692383,384.65945164169597,399.0
275.3388688162451,285.5022211682654,285.3766217899496,339.0
340.40051900239723,340.32702792556694,340.1454362651678,317.0
255.4590568345216,255.49874505512497,256.7342753601978,259.0
249.37020935255248,255.52294566353984,252.89040027474456,241.0
242.66480375460665,242.5519389803112,242.50286444935563,245.0
290.20685310759774,298.56252087471364,297.50277941058624,273.0
151.95004918119014,152.01317350677402,152.4857577138489,170.0
170.735035891369,169.19038868497634,167.8636393162972,175.0
157.06979147095873,158.01624286720318,157.5076578088413,123.0
273.1292035273763,251.77545766168632,256.3693204282763,233.0
272.36267736621727,274.03415750200844,274.9554711712458,289.0
329.4180981534438,343.1402956999617,320.7274423101707,406.0
222.5055564486281,217.98839674110548,216.42239256823538,228.0
311.0973510470912,310.35461548350014,309.15281598304,331.0
289.93426574646867,288.85453366697794,286.3058061502688,287.0
243.83180390496184,243.2883807182604,244.1257740064752,251.0
204.20981793001368,190.57258733282646,190.64162219682348,162.0
279.67641384817125,280.2425947217813,280.07829500877483,296.0
275.56221706352267,276.8238401510787,276.46675593092095,288.0
181.44096988454558,185.77480655221046,186.76159954904176,168.0
240.0131810186521,240.75764384150034,238.033970297452,233.0
326.9948414243388,326.92083631259123,326.64731596561813,266.0
253.5858652012711,254.04038535373803,254.16783194954525,263.0
316.0417973958955,315.80952268031723,310.67690192986134,420.1441959007417
206.94019490206117,208.22158849092844,208.35297020294988,201.0
307.3153060175811,308.2989614987511,311.67834776720633,317.0
198.0295385904977,195.75592304090537,195.4847038064086,192.0
230.18699949739826,231.47503163922033,230.91312539520183,238.0
248.5637377540843,246.46380191477354,245.2518978134127,233.0
317.46547749688796,303.49971869057947,305.23595420164827,287.0
219.0965350115041,219.41285429536646,218.88656235894354,227.0
235.11008481377462,236.71179440158159,236.43155398820468,234.0
159.94572040442281,158.75465104131598,158.8373131784136,156.0
319.9701142335125,304.7183128390556,289.5384742224851,434.0
227.15834461576287,216.27040218482745,220.88318864954923,211.0
243.80903236415207,242.95381283351523,241.93567945141342,237.0
228.270351328234,232.42182938026554,234.11378444766268,212.0
203.2819708586498,202.89589945590973,203.41923455781134,185.0
158.75122016423603,157.5031718532583,158.1885331267987,172.0
324.1556382303771,316.3635486204418,318.2900917895477,335.0
289.4170192183268,291.51315969237356,292.72807306030955,266.0
231.13868572718286,228.6020015550662,230.77090712117217,216.0
193.09096995305296,192.99517733149628,191.39040055364785,191.0
384.59329636019487,383.90490141149473,383.2057650728299,381.0
320.1134077297534,320.660052225344,312.5439798642588,324.0
369.7342015618357,369.96553246686506,370.7378915671041,392.0
271.6337255358866,274.64282392105184,276.4603434461395,270.0
197.91837195784683,189.14624591616519,184.05650178815722,184.0
198.0295385904977,195.75592304090537,195.4847038064086,209.0
169.92797174211952,170.34756349450655,170.99469114392218,143.0
179.2620417823993,180.19753735677034,179.43365775049466,171.0
181.6426510904787,183.1185748619099,184.125702585789,185.0
275.56221706352267,276.8238401510787,276.46675593092095,273.0
312.12258348234803,314.61916124490585,314.6283989367551,294.0
249.50352581204294,247.47482130964983,247.14977326528452,264.0
247.10780035016828,241.96748973871982,243.6655423005733,372.5026875936746
233.67908465618726,233.2637018243232,234.43842407218966,242.0
207.80624364621767,203.71734127659164,202.7391363312198,187.0
196.46633893282706,193.76518293951207,194.38031159677863,212.0
311.0723774601535,308.636465213857,310.96015224759805,313.0
299.20276019940303,299.4333681644724,299.1591010636443,288.0
369.7342015618357,369.96553246686506,370.7378915671041,361.0
261.53123676787686,261.65586467460975,271.1930825817354,293.0
271.1588314505471,271.7235917449349,272.3510131244372,271.0
251.97728115939867,252.75180254357545,256.2711557865811,397.0
234.71810799395422,235.85185615411854,238.69380573109783,221.0
243.15645677339123,243.39949492947827,244.28958723766405,406.1505110989862
173.2484055907003,171.62204336030604,171.06673074968185,129.0
191.23280798661852,191.62563172951525,192.5402508685287,200.0
283.901191684421,287.7778999434579,287.09468495855134,301.0
326.1952559813337,327.22279093602776,327.5765276582394,294.0
169.3187750896814,165.10550137901058,167.8794968812882,146.0
207.7585021003958,213.8347605594692,211.53301820498916,221.0
255.39753328784232,254.9981891659009,256.3949375018052,262.0
276.2436547429364,274.460372921429,278.82021420883797,272.0
198.82317926318723,199.40595732408627,194.9894654201044,180.0
227.21079534611832,227.93536755114528,225.57168971670433,224.0
239.98638005118792,252.27151676624715,249.55180376738997,249.0
237.91034158331507,237.43633445592124,237.7898011977819,229.0
303.6052409652215,301.37931609331287,318.47567822913356,329.0
255.39753328784232,254.9981891659009,256.3949375018052,246.0
266.506967091773,269.3577282640658,272.4985539671157,273.0
160.85171023211922,159.0143632882932,157.06650084139307,169.0
222.22239038053374,219.08956735526073,220.62040643589089,221.0
199.18581923643248,199.9518657307568,200.40470117201002,208.0
308.9257659952016,308.3549225998484,305.1386972142171,235.0
310.26565291165906,309.2304319370559,307.6789778864185,332.0
236.10553489247965,235.3077659266553,229.8921037193064,238.0
218.3118285029399,221.25222204360114,219.05430397920506,202.0
310.5086311921724,313.387706197313,316.18289773830253,310.0
224.48503308212588,214.213151621132,216.44402423962904,218.0
205.7958228366287,211.9008841412726,209.00739129159652,208.0
257.3441290233052,258.09705264561404,258.2646415041805,285.0
275.7396439290771,276.89578237120713,277.22285588492036,268.0
253.5858652012711,254.04038535373803,254.16783194954525,273.0
292.2272118214064,293.08292985415227,293.0649773238819,288.0
307.2894480637125,294.6252045653755,311.9107266363305,311.0
178.61725837348595,178.22707989328592,177.64072720915019,200.0
223.90475796624614,210.74214378759513,209.17472810386386,257.0
265.80484517658,269.05680408961985,268.8187731368064,246.0
227.75250981548632,223.37884870491314,223.5676673260194,223.0
217.75620214590657,214.47378511225733,215.31488397622542,192.0
269.8184512756532,272.62390421108773,274.56188713222394,252.0
284.06832208875596,281.325725653362,280.94742496443604,301.0
253.5858652012711,254.04038535373803,254.16783194954525,230.0
270.24447248876766,272.4632255332162,273.2165291095659,281.0
268.9704490975767,279.6189510264556,270.44571429233883,250.0
295.1476335222697,292.13748433290624,292.6560814390909,305.0
233.67908465618726,233.2637018243232,234.43842407218966,231.0
215.97867160059633,215.60744144183022,217.0956162495074,205.0
266.23210793688946,266.3682132854457,265.7136699567101,273.0
241.34475111793554,236.214790950556,238.34123996209897,237.0
238.71166430187466,253.3028973890553,281.2486918854427,235.0
341.67169033283614,342.560172790833,343.31667811276924,281.0
248.53396465075122,307.4009164631715,302.36518921295664,318.0
218.86590001425694,220.04672583211735,221.12194784291083,217.0
235.95298084878465,236.46595624230852,235.7219064736353,229.0
224.81761324596238,223.89044990194498,222.2657222377309,209.0
379.90250671412093,379.8886908562235,379.28566275191605,347.0
189.40895797873668,191.1362753932405,190.13641414953707,200.0
248.89773814794478,255.04814799195032,263.5503980046377,251.0
309.5050265893256,310.8291739722863,309.9694588169245,315.0
269.5083539005042,258.1781293217306,260.25949015433724,269.0
299.15103859318805,306.51172109664446,306.5640545629857,332.0
264.06006942039096,268.47181192681353,273.8260306538959,329.0
207.15215202380963,201.6037101114878,201.77323355546116,182.0
214.08363589975824,219.1862482225418,217.9067134977302,215.0
295.1476335222697,292.13748433290624,292.6560814390909,292.0
216.89324839412103,216.2595894052067,216.25944362058704,235.0
178.17916481712388,174.1557821659676,177.0288039939821,178.0
216.64195699572136,216.4701683802033,216.44147165514457,197.0
231.49191607970693,231.154479535599,231.65018331908232,234.0
234.32697368091473,248.24303806720832,250.01811533706098,230.0
273.7310636591866,273.61145604435603,271.5011632327328,254.0
245.1342620569908,240.00674902314947,245.5451160440952,239.0
294.5167804357232,296.3182390624225,298.5555141845181,272.0
271.6337255358866,274.64282392105184,276.4603434461395,278.0
277.9630059765196,277.79810290855283,275.4210690178077,249.0
235.55170250712112,238.6838909878214,244.3854951373497,219.0
172.9785498147474,172.8394495226706,173.2561419220331,366.4249561587358
297.0443695620115,295.65851937598177,295.65216362961655,283.0
210.69174170148565,210.43108459103738,209.69418225805518,237.0
152.97790337755254,151.09879229224424,153.6155897261688,126.0
184.8883219829496,195.2477752381945,192.66424512570416,173.0
290.7973386169843,289.2559653487097,287.6465096196732,318.0
235.75218763768518,239.53276024747842,238.70375006564626,233.0
236.07824197288332,237.85474409441576,240.8589674741464,238.0
198.0295385904977,195.75592304090537,195.4847038064086,191.0
241.39030879617658,239.1718520437113,240.90203366255054,239.0
299.3270031198757,299.5050104779,295.3111472551251,311.0
197.38083698563702,195.93848179411117,194.29428558266562,186.0
253.9120758248316,255.22380611267073,253.3376472087378,235.0
312.3726664025214,318.94360080122505,319.22810489458453,311.0
328.3045158414466,312.55108509394574,297.75303125008867,309.0
230.23837737475372,229.69761934255217,229.4569658787429,214.0
178.03415311167268,176.92971573345665,177.82827842971847,154.0
252.39702139126535,253.5962629023103,254.7602996455027,263.0
273.7310636591866,273.61145604435603,271.5011632327328,377.0
162.5397891691718,166.70697391996669,168.80817289959026,179.0
183.82323537891122,192.0983649741765,199.62936229065747,179.0
260.74599010923373,256.54343413728384,256.83197463965547,280.0
169.90002285305772,168.79220326035386,167.8341731839996,185.0
217.89866629066557,218.36379376385767,224.16153106452762,233.0
221.41222804928864,225.31719625650743,227.3141912505508,221.0
167.0419092764293,163.66574974955444,163.8561176876269,96.0
251.03847170934233,250.62578972351696,249.62192108700415,264.0
228.12708931103836,229.92185450902164,231.8603989770245,227.0
174.11763024240645,170.07980378234026,171.5913462228102,99.0
239.87473599396617,244.93511256954235,241.55176553501408,247.0
295.4743550382797,295.86445951854114,295.00325035762313,300.0
288.40421790759666,277.6219016154716,275.35736685526837,290.0
